"Data Source","World Development Indicators",

"Last Updated Date","2017-01-03",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78230924366","1234.03327108927","1304.59784736095","1365.13963730481","1447.26907620809","1549.74404236786","1650.74167063859","1707.56087599538","1785.99831706304","1916.7932797298","1998.03550450978","2095.23931423293","2177.2505893941","2346.12051942955","2547.25213475649","2812.56466124196","3098.15721389859","3392.07655935745","3535.09221446237","3777.42423391693","4092.04854507008","4383.69757605318","4641.67025148588","4937.30978451811","5296.39183296511","5658.13079136485","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1515.54539499113","1544.06780593744","1500.63945119174","1489.46668454864","1508.25542666361","1576.97403856208","1661.88136630208","1713.42212099447","1720.03329892083","1739.97864635356","1783.16781862377","1855.47976509506","1893.11939949549","1965.4736528507","2198.17743492685","2333.68021650776","2578.6173594679","2718.2413534395","2836.65430076996","2884.02280759387","3021.40243038133","3139.28672173348","3238.98441333408","3312.8405343226","3508.76958585435","3569.34068690035","",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7300","7640","7650","7780","8080","8510","9230","10340","11400","12460","13400","14480","15930","18370","20930","22420","25940","27940","29340","27870","29140","27260","27630","30200","30190","32180","",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3540","3690","3970","4040","4190","4330","4630","4950","5190","5520","5830","6140","6260","6640","7160","7500","8090","8710","9120","9470","9830","9690","10210","10560","11060","11250","",
"Turkey","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4360","4470","4780","5210","4900","5310","5730","6180","8610","8190","9180","8530","8610","8750","10130","11380","12880","13900","15020","14470","16020","17630","18300","18840","19190","19350","",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4750","5890","4130","4590","4570","4620","5420","5430","5620","5050","5120","4400","5530","5060","6690","",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","940","930","930","940","970","1020","1050","1070","1120","1170","1210","1310","1380","1480","1600","1710","1820","1910","1960","2050","2190","2260","2400","2520","2630","",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","520","530","580","610","680","730","760","780","830","840","860","930","980","1030","1090","1210","1310","1410","1460","1520","1640","1670","1700","1760","1820","",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6920","6520","5880","5040","4060","3630","3370","3350","3330","3380","3690","4210","4560","5150","5970","6380","7070","7890","8320","7090","7550","8090","8330","8480","8580","7840","",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3253.05882837714","3371.25845880232","3461.4862566723","3706.36771591647","3849.58220640547","4001.81762902965","4230.70934943259","4481.87445192309","4652.4640850547","4834.35326980762","5231.29781851806","5496.35060916697","5795.27331670389","6212.01649771446","6881.36644762848","7624.90301436991","8632.85923742163","9692.84027192099","10604.6721940911","10875.8039011199","11792.818271684","12812.7308420227","13605.7061670885","14188.5950372971","15129.1508588513","15659.3465240532","",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6130","6600","7270","7600","8250","8260","8830","9740","10220","10190","10180","9990","9440","9260","9970","11220","12100","13200","14270","14890","16110","17300","18250","19300","20150","20400","",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23730","24180","25180","26000","27350","28550","29980","31620","33230","34850","36930","37860","38590","39960","42260","44740","47390","48420","48640","47250","48880","50700","52840","53960","56130","57540","",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1730","1640","1630","1650","1720","1800","1880","1950","2050","2150","2260","2490","2730","2970","3460","3840","3990","4280","4640","4990","5460","5880","6200","",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3590","3960","4220","4220","4650","4840","5050","5320","5470","5700","5990","6450","6990","7410","7850","8810","9340","9750","9740","9540","9680","10140","10490","10850","11090","",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9190","10230","10640","10690","10390","10880","10840","11450","11400","10820","11290","11670","10460","9680","11510","13120","14750","16480","17230","16350","15970","16620","17550","17730","17310","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","990","1100","1190","1320","1470","1610","1730","1830","1920","2070","2220","2370","2550","2780","3050","3310","3580","3810","3950","4230","4510","4800","5070","5390","5730","",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1690","1560","1550","1680","1640","1760","1750","1810","2040","2070","2130","2130","1940","2000","2080","2170","2420","2530","2830","2790","2780","2830","2770","2970","3050","","",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2190","2310","2390","2920","3740","4360","3720","3350","3220","3500","3780","4300","4180","4160","3770","4350","4350","4670","5310","5090","5080","","",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5353.40481446222","5525.85457336125","5687.83579971032","5880.84843136921","6114.5066716337","6361.8714800376","6651.8103514335","6954.55682308739","7140.91144577065","7395.73306427355","7851.21844530384","8135.33741576739","8388.52594260618","8762.67012389633","9379.46835471556","10026.8218432979","10900.2023561412","11653.1593724137","12163.2706795125","12136.5222693282","12791.1683891976","13477.1453981121","14037.4713230637","14508.2887833009","15116.2263401396","15529.4991258569","",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2970","3060","3160","3430","3750","3940","4010","4380","4500","4630","5040","5130","4970","5140","5470","5490","5460","5630","5740","",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2150","2190","2320","2360","2450","2470","2420","2500","2700","2670","2860","2980","3030","3080","3170","3350","3590","3710","3780","3950","4130","3540","3700","3830","3740","2720","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6440","6520","6420","6540","6760","6950","7200","7350","7280","7380","7680","7840","8210","8490","9080","9730","10450","10990","11410","11260","11580","11970","12250","12550","12770","12880","",
"Congo, Dem. Rep.","COD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","680","600","530","470","450","480","450","440","400","400","380","390","410","440","460","480","510","520","530","560","580","610","630","680","720","",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360","1330","1320","1450","1330","1370","1450","1490","1450","1530","1590","1670","1740","1860","1920","2040","2170","2300","2550","2870","2980","3180","3510","3580","3670","3640","",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","1670","1510","1540","1670","1670","1870","1900","1920","1930","1890","1960","1810","1530","1450","1400","1370","1320","1050","1190","1280","1400","1550","1610","1660","1710","",
